lga_code,lda_name,year,population
48260,Walkerville,2018,8000
48340,Wattle Range,2018,12041
48410,West Torrens,2018,60842
48540,Whyalla,2018,21665
48640,Wudinna,2018,1300
48750,Yankalilla,2018,5572
48830,Yorke Peninsula,2018,11324
49399,Unincorporated SA,2018,3514
50080,Albany,2018,38053
50210,Armadale,2018,90797
50250,Ashburton,2018,13305
50280,Augusta-Margaret River,2018,16172
50350,Bassendean,2018,15823
50420,Bayswater,2018,68362
50490,Belmont,2018,42078
50560,Beverley,2018,1758
50630,Boddington,2018,1801
50770,Boyup Brook,2018,1763
50840,Bridgetown-Greenbushes,2018,4740
50910,Brookton,2018,952
50980,Broome,2018,16907
51080,Broomehill-Tambellup,2018,1108
51120,Bruce Rock,2018,940
51190,Bunbury,2018,31644
51260,Busselton,2018,39623
51310,Cambridge,2018,28867
51330,Canning,2018,92888
51400,Capel,2018,18161
51470,Carnamah,2018,534
51540,Carnarvon,2018,5182
51610,Chapman Valley,2018,1513
51680,Chittering,2018,5898
51750,Claremont,2018,10712
51820,Cockburn,2018,114320
51890,Collie,2018,8672
51960,Coolgardie,2018,3404
52030,Coorow,2018,980
52100,Corrigin,2018,1133
52170,Cottesloe,2018,8251
52240,Cranbrook,2018,1057
52310,Cuballing,2018,850
52380,Cue,2018,143
52450,Cunderdin,2018,1422
52520,Dalwallinu,2018,1401
52590,Dandaragan,2018,3266
52660,Dardanup,2018,14449
52730,Denmark,2018,6215
52800,Derby-West Kimberley,2018,8202
52870,Donnybrook-Balingup,2018,6095
52940,Dowerin,2018,671
53010,Dumbleyung,2018,665
53080,Dundas,2018,714
53150,East Fremantle,2018,7837
53220,East Pilbara,2018,10928
53290,Esperance,2018,14225
53360,Exmouth,2018,2871
53430,Fremantle,2018,31084
53570,Gingin,2018,5273
53640,Gnowangerup,2018,1200
53710,Goomalling,2018,1002
53780,Gosnells,2018,124081
53800,Greater Geraldton,2018,38288
53920,Halls Creek,2018,3454
53990,Harvey,2018,27975
54060,Irwin,2018,3567
54130,Jerramungup,2018,1127
54170,Joondalup,2018,159806
54200,Kalamunda,2018,58954
54280,Kalgoorlie-Boulder,2018,29469
54310,Karratha,2018,22716
54340,Katanning,2018,4042
54410,Kellerberrin,2018,1195
54480,Kent,2018,559
54550,Kojonup,2018,1939
54620,Kondinin,2018,857
54690,Koorda,2018,406
54760,Kulin,2018,761
54830,Kwinana,2018,45092
54900,Lake Grace,2018,1263
54970,Laverton,2018,1197
55040,Leonora,2018,1526
55110,Mandurah,2018,86474
55180,Manjimup,2018,9111
55250,Meekatharra,2018,983
55320,Melville,2018,102307
55390,Menzies,2018,520
55460,Merredin,2018,3365
55530,Mingenew,2018,427
55600,Moora,2018,2374
55670,Morawa,2018,674
55740,Mosman Park,2018,9111
55810,Mount Magnet,2018,454
55880,Mount Marshall,2018,519
55950,Mukinbudin,2018,533
56090,Mundaring,2018,39100
56160,Murchison,2018,162
56230,Murray,2018,17911
56300,Nannup,2018,1386
56370,Narembeen,2018,845
56460,Narrogin,2018,4984
56580,Nedlands,2018,22599
56620,Ngaanyatjarraku,2018,1750
56730,Northam,2018,11049
56790,Northampton,2018,2944
56860,Nungarin,2018,249
56930,Peppermint Grove,2018,1732
57000,Perenjori,2018,580
57080,Perth,2018,28832
57140,Pingelly,2018,1147
57210,Plantagenet,2018,5263
57280,Port Hedland,2018,15144
57350,Quairading,2018,999
57420,Ravensthorpe,2018,1558
57490,Rockingham,2018,135943
57630,Sandstone,2018,79
57700,Serpentine-Jarrahdale,2018,32562
57770,Shark Bay,2018,939
57840,South Perth,2018,43773
57910,Stirling,2018,221040
57980,Subiaco,2018,17251
58050,Swan,2018,147353
58190,Tammin,2018,398
58260,Three Springs,2018,573
58330,Toodyay,2018,4458
58400,Trayning,2018,352
58470,Upper Gascoyne,2018,285
58510,Victoria Park,2018,36962
58540,Victoria Plains,2018,914
58570,Vincent,2018,36561
58610,Wagin,2018,1786
58680,Wandering,2018,424
58760,Wanneroo,2018,208237
58820,Waroona,2018,4212
58890,West Arthur,2018,780
59030,Westonia,2018,306
59100,Wickepin,2018,714
59170,Williams,2018,1010
59250,Wiluna,2018,684
59310,Wongan-Ballidu,2018,1288
59320,Woodanilling,2018,430
59330,Wyalkatchem,2018,492
59340,Wyndham-East Kimberley,2018,7338
59350,Yalgoo,2018,356
59360,Yilgarn,2018,1163
59370,York,2018,3575
60210,Break O`Day,2018,6288
60410,Brighton,2018,17675
60610,Burnie,2018,19550
60810,Central Coast,2018,21938
61010,Central Highlands,2018,2130
61210,Circular Head,2018,8078
61410,Clarence,2018,57807
61510,Derwent Valley,2018,10424
61610,Devonport,2018,25633
61810,Dorset,2018,6634
62010,Flinders,2018,1010
62210,George Town,2018,6968
62410,Glamorgan-Spring Bay,2018,4602
62610,Glenorchy,2018,47969
62810,Hobart,2018,54649
63010,Huon Valley,2018,17561
63210,Kentish,2018,6315
63410,King Island,2018,1610
63610,Kingborough,2018,38310
63810,Latrobe,2018,11638
64010,Launceston,2018,68007
64210,Meander Valley,2018,19844
64610,Northern Midlands,2018,13437
64810,Sorell,2018,15603
65010,Southern Midlands,2018,6290
65210,Tasman,2018,2414
65410,Waratah-Wynyard,2018,13828
65610,West Coast,2018,4175
65810,West Tamar,2018,24070
70200,Alice Springs,2018,26390
70420,Barkly,2018,7369
70540,Belyuen,2018,175
70620,Central Desert,2018,4231
70700,Coomalie,2018,1370
71000,Darwin,2018,82886
71300,East Arnhem,2018,10344
72200,Katherine,2018,10623
72300,Litchfield,2018,25561
72330,MacDonnell,2018,6917
72800,Palmerston,2018,38270
73600,Roper Gulf,2018,7428
74050,Tiwi Islands,2018,2741
74550,Victoria Daly,2018,3155
74560,Wagait,2018,519
74660,West Arnhem,2018,6881
74680,West Daly,2018,3693
79399,Unincorporated NT,2018,7376
